node,HGPA_label,NMF_label
Microsoft_Dynamics_365,5,8
Microsoft_Dynamics_CRM,5,8
Microsoft_Dynamics_NAV,15,7
Microsoft_Excel,16,15
Microsoft_Exchange,11,16
Microsoft_Office,4,12
Microsoft_Office_365,5,17
Microsoft_Operating_Systems,15,1
Microsoft_Power_Platform,16,1
Microsoft_SQL_Server,6,0
Microsoft_SharePoint,16,15
Microsoft_Team_Foundation_Server,6,8
Microsoft_Teams,10,8
Microsoft_Visual_Basic,8,17
Microsoft_Visual_Studio,5,0
Microsoft_Windows,11,16
Microsoft_Windows_7,13,12
Microsoft_Windows_Server,11,16
Middle_Office,13,4
Middleware,13,4
Mitigation,2,1
Mobile_App,0,2
